text,label
தமிழ் கலை பண்பாட்டை காக்க வேண்டும்.,positive
என் வாழ்க்கை பாதை மூடியிருக்கிறது.,negative
வாழ்க்கையில் இன்பமும் துன்பமும் மாறி மாறி வரும்.,positive
என் வாழ்க்கையில் மகிழ்ச்சி குறைந்துவிட்டது.,negative
பெண்களுக்கு சம வாய்ப்பு இன்னும் கிடைக்கவில்லை.,negative
பணவீக்கம் கட்டுக்குள் இருப்பதாக நிதி அமைச்சர் தெரிவித்தார்.,real
தேசிய அளவில் தமிழ் மொழி மேம்பாட்டு திட்டம் புதிதாக அறிவிக்கப்பட்டது.,real
கவிதை படித்தால் மனதிற்கு அமைதி கிடைக்கும்.,positive
தமிழ்நாட்டில் சிறப்பு பொருளாதார மண்டலம் விரிவாக்கப்படுகிறது.,real
நம்பகமான ஒருவர் விட்டுச் சென்றார்.,negative
புதிய தொடக்கம் என்றும் மகிழ்ச்சியானது.,positive
தனிமையில் யாரும் நண்பன் இல்லை.,negative
குறிப்பிட்ட நடிகர் ஒரு அரசியல் கட்சியில் சேர்ந்தார் என்று வரும் செய்தி தவறானது.,fake
உறவினர்கள் உதவ மறுத்தனர்.,negative
ஒரே வாரத்தில் 20 கிலோ குறையும் என்று மாத்திரை.,fake
என் உண்மையான முயற்சி பலன் தரும்.,positive
தோட்டத்தில் பூத்த முல்லைப்பூ வாசனை மனதை நிறைக்கிறது.,positive
மனம் சோர்ந்து போகிறது.,negative
15 ஆகஸ்ட் முதல் அனைவருக்கும் 8 மணி நேர இலவச மின்சாரம்.,fake
வேலை நிலையற்றதாக உணர்கிறது.,negative
சர்க்கரை வியாதி வராமல் இருக்க தினமும் அரை கிலோ வேர்க்கடலை சாப்பிடுங்கள்.,fake
நான் விரும்பிய பல்கலைக்கழகத்தில் இடம் கிடைத்தது.,positive
உலக அரசுகள் ரகசியமாக ஒரு குழு நடத்துகின்றன.,fake
ஆதார் அப்டேட் செய்தால் ரூ.2000 நேரடியாக கணக்கில் வரும்.,fake
மழைக்காலத்தில் ஆறுகளில் வெள்ளம் வரும் அபாயம் இருப்பதாக அதிகாரிகள் தெரிவித்தனர்.,real
"யாரும் என்னை கேட்பதில்லை, மனம் வெதும்புகிறது.",negative
நம் தமிழ் மொழி அழியாமல் நிலைக்கட்டும்.,positive
நாளை இரவு 12 மணிக்கு வாட்ஸ்அப் கட்டணம் வசூல் செய்யப்படும் என்று நிர்வாகம் தெரிவித்துள்ளது.,fake
என்னால் தாக்குப்பிடிக்கவே கஷ்டமாக இருக்கிறது.,negative
மாணவர்கள் முன்னேறுவதை பார்க்கும்போது மகிழ்ச்சியாக இருக்கும்.,positive
"குழந்தைகள் கலை நிகழ்ச்சியில் பங்கேற்றனர், மனம் நிறைந்தது.",positive
"மாரத்தான் ஓட்டத்தில் முடித்தேன், பெருமையாக இருக்கிறது.",positive
"இன்று ஒரு மூதாட்டிக்கு உதவி செய்தேன், மனம் குளிர்ந்தது.",positive
ஆன்லைனில் ஆர்டர் செய்த பொருள் வாரம் கடந்தும் வரவில்லை.,negative
நல்ல சக ஊழியர்களுடன் வேலை செய்வது மகிழ்ச்சியானது.,positive
ஒரு கிராமத்தில் மிகவும் பழைய குரல் பதிவு கிடைத்தது.,fake
யாரும் உதவ இல்லை.,negative
தமிழக அரசு மூத்த குடிமக்கள் நலத்திட்டம் வலுப்படுத்துகிறது.,real
என் கஷ்டத்திற்கு முடிவே இல்லையா?,negative
நண்பர்களுடன் சாப்பிட்ட ஒவ்வொரு உணவும் விருந்துதான்.,positive
இன்று ஒரு மகிழ்ச்சியான திருப்புமுனை.,positive
நாளை முதல் வாட்ஸ்அப் கட்டணமாகும் என்று பேஸ்புக் தெரிவித்தது.,fake
அரசு தலைவர்கள் வேற்றுகிரக உயிரினங்களுடன் கூட்டணி வைத்துள்ளனர்.,fake
சேவைத் துறையில் தமிழகம் முன்னணி மாநிலமாக உள்ளது.,real
தினமும் புதிய கஷ்டம் காத்திருக்கிறது.,negative
"ரோட்டில் குப்பை சேர்ந்திருக்கிறது, யாரும் எடுக்கவில்லை.",negative
குழந்தை பெண்கள் கல்விக்கு அனுப்பப்படவில்லை.,negative
தன்னார்வலர்களாக சேவை செய்வது மகிழ்ச்சியானது.,positive
என் மகள் ஒவ்வொரு நாளும் என்னை ஆச்சரியப்படுத்துகிறாள்.,positive
எல்லாமே வீணாகிவிட்டது என்று தோன்றுகிறது.,negative
நூலகத்தில் நேரம் செலவிடுவது மனதிற்கு புத்துணர்வு தரும்.,positive
"நல்ல வார்த்தைகள் பேசுவோம், உலகம் நலமாகும்.",positive
தமிழ்நாட்டு பட்ஜெட்டில் உள்கட்டமைப்புக்கு பெரும் தொகை ஒதுக்கப்பட்டது.,real
பிரதமர் தமிழகத்தில் புதிய கட்டுமான திட்டங்களை தொடங்கி வைத்தார்.,real
"புது தமிழ் நாவல் படித்தேன், மனம் நிறைந்தது.",positive
நடைப் பயணம் மனதிற்கு நல்லது.,positive
என் கனவுகள் எல்லாம் நனவாகும்.,positive
இந்த நிலை மாற உள்ளம் ஆவல்படுகிறது.,negative
வாழ்க்கை ஒரு போராட்டமே.,negative
மார்கழி மாதத்தில் கோயில் சொல்ல போவது தனி சந்தோஷம்.,positive
"கடலில் இரகசிய நகரம் இருக்கிறது, அரசு மறைக்கிறது.",fake
ஒரு வருட கடின உழைப்புக்கு பரிசாக பதவி உயர்வு கிடைத்தது.,positive
என்னை அன்புடன் வளர்த்தவர் இறந்தார்.,negative
அறிவு பெறுவது எப்போதும் மகிழ்ச்சி தரும்.,positive
தேங்காய் எண்ணெய் உட்கொண்டால் இதய நோய் குணமாகும்.,fake
கல்லூரி சேர்க்கை நடைமுறை இந்த ஆண்டு முதல் ஆன்லைனில் மாறுகிறது.,real
நண்பர்களுடன் திட்டமிட்ட பயணம் நனவாகியது.,positive
"இன்று ஒரு மரம் நட்டேன், சந்தோஷமாக இருக்கிறது.",positive
இரண்டு மணி நேரம் காத்திருந்தும் சேவை கிடைக்கவில்லை.,negative
நிலவொளியில் நடைபோவது ஒரு இனிய அனுபவம்.,positive
மாநில அரசு புதிய வேலைவாய்ப்பு திட்டம் அறிவித்தது.,real
அலுவலக சூழல் மன உளைச்சலை ஏற்படுத்துகிறது.,negative
சாலைகளில் குழிகள் இருந்தும் யாரும் பொருட்படுத்துவதில்லை.,negative
நாட்டு மக்களுக்கு பொது சுகாதார சேவை மேம்படுத்தும் நடவடிக்கை.,real
"போட்டியில் வெற்றி பெற்றேன், அனைவருக்கும் நன்றி.",positive
"இன்று கிரகங்கள் மோசமாக நிற்கின்றன, வீட்டை விட்டு வெளியே போகாதீர்கள்.",fake
"சவால் எடுத்தேன், வென்றேன், இது என் வாழ்க்கையின் திருப்புமுனை.",positive
புதுப்பிக்கத்தக்க எரிசக்தி உற்பத்தி புதிய உச்சத்தை எட்டியது.,real
இறந்த மனிதர்களின் ஆவிகள் தொடர்பு கொள்ள முடியும் என்று ஆய்வு.,fake
ஒரு நிமிட கவலையோடு இந்த பதிவை திரும்பவும் பகிருங்கள்.,fake
என் முயற்சிக்கு பலன் இல்லை.,negative
"பாட்டி கையால் செய்த கொழுக்கட்டை சாப்பிட்டோம், அருமை.",positive
என் நாட்டு வளர்ச்சியில் பெருமை கொள்கிறேன்.,positive
வட மாவட்டங்களில் வடகிழக்கு பருவமழை நல்ல அளவில் பெய்தது.,real
"கரண்ட் தினமும் போகிறது, வேலை செய்ய முடியவில்லை.",negative
பசுமை மழைக்காடுகளை பாதுகாக்க புதிய சட்டம் கொண்டுவரப்படுகிறது.,real
என் வாழ்க்கை வழிதடுமாறுகிறது.,negative
"என் முயற்சி வீணாகவில்லை, வெற்றி பெற்றேன்.",positive
"நான் நினைத்தது சாதித்தேன், இன்று மிகவும் மகிழ்ச்சியாக இருக்கிறேன்.",positive
ஒவ்வொரு நாளும் ஒரு புது விஷயம் கற்றுக்கொள்கிறேன்.,positive
எல்லோரும் நலமாக இருக்க வேண்டும் என்று விரும்புகிறேன்.,positive
என் மனம் ஒளியிழந்துவிட்டது.,negative
யாரும் என்னோடு பேசுவதில்லை.,negative
தேர்தல் ஆணையம் வாக்காளர் பட்டியல் திருத்தம் அறிவித்தது.,real
தடகள போட்டியில் தமிழர் தேசிய சாதனை படைத்தார்.,real
என் மனம் ஓய்வு தேடுகிறது ஆனால் கிடைக்கவில்லை.,negative
ஆசிரியர் பணி மனதிற்கு மிகவும் திருப்தியளிக்கிறது.,positive
பசும்பால் குடிப்பவர்களுக்கு புற்றுநோய் வராது என்று புதிய ஆய்வு.,fake
"தூக்கம் வரவில்லை, மனம் ஓய்வில்லை.",negative
ரஞ்சி கிரிக்கெட் போட்டியில் தமிழ்நாடு வெற்றி பெற்றது.,real
சென்னை அமைப்பு செயற்கை நுண்ணறிவு மையம் தொடங்கியது.,real
மாவட்ட விளையாட்டு போட்டியில் 500 மேற்பட்ட வீரர்கள் கலந்துகொண்டனர்.,real
என்னுடைய நிலை மிகவும் மோசமாகிவிட்டது.,negative
இந்த ஆன்லைன் பிஸினஸ்ஸில் சேர்ந்தால் ஆறு மாதத்தில் கோடீஸ்வரராகலாம்.,fake
புன்னகையே சிறந்த அணிகலன்.,positive
"மழை தாரையில் நனைவது குழந்தைகளுக்கு மட்டுமில்லை, பெரியவர்களுக்கும் சந்தோஷம்.",positive
உலகம் என்னை மறந்துவிட்டது.,negative
என் மனசாட்சி என்னை விட்டு போகவில்லை.,negative
"என் மகன் நல்ல மனிதனாக வளர்கிறான், பெருமையாக இருக்கிறது.",positive
ஊரக வளர்ச்சித் திட்டங்கள் இந்த ஆண்டு விரைந்து நடைமுறைப்படுத்தப்படும்.,real
என் மேலதிகாரி என் உழைப்பை பாராட்டினார்.,positive
கிராமங்களில் மருத்துவ வசதி போதுமான அளவு இல்லை.,negative
என் நம்பிக்கை நொறுங்கிவிட்டது.,negative
துன்பம் வந்து தொலைந்துவிடாதா?,negative
"நாளை மழை வரும், பயிர்கள் அழியும் என்று வானிலை இலாகா சொல்வது பொய்.",fake
தினமும் 10 துளசி இலை சாப்பிட்டால் நீரிழிவு வராது.,fake
என் வலியை யாரும் அறிவதில்லை.,negative
பிரபல நடிகர் திடீரென்று ஆட்சி மாற்றத்தை ஆதரிப்பதாக அறிவித்துள்ளார்.,fake
சர்வதேச யோகா தினத்தில் தமிழகத்தில் நூற்றுக்கணக்கான நிகழ்ச்சிகள் நடந்தன.,real
விவசாயிகளுக்கு உதவும் புதிய தொழில்நுட்பம் கண்டுபிடிக்கப்பட்டது.,real
ஒரு பள்ளியில் ஆசிரியர் குழந்தைகளுக்கு தடுப்பூசி கொடுக்கவில்லை என்று சொல்வது பொய்.,fake
ஏழைகளுக்கு நீதி கிடைப்பது மிகவும் கஷ்டமாக இருக்கிறது.,negative
வாழ்க்கை அர்த்தமற்றதாக தோன்றுகிறது.,negative
"என் முதலாளி என்னை நம்புகிறார், இது என்னை மகிழ்விக்கிறது.",positive
என் முயற்சி எல்லாம் வீணாகிவிட்டன.,negative
பிளாஸ்டிக் கழிவுகள் நகரத்தை மலினமாக்குகின்றன.,negative
கட்சி தொழிலாளர்கள் பேரணி நடத்தினர்.,real
நைல் ஆற்றின் நீர் ஓட்டம் பார்க்கவே மனம் குளிரும்.,positive
தேசிய நெடுஞ்சாலை 4 லேன் விரிவாக்கம் பணி தொடங்கியது.,real
சென்னை மெட்ரோ ரயில் புதிய நிலையங்கள் திறக்கப்பட்டன.,real
ஊராட்சி அளவில் தெரு விளக்கு மேம்பாட்டு பணி தொடங்கியது.,real
சேவை செய்வதில் மகிழ்ச்சி இருக்கிறது.,positive
உணவில் கலப்படம் குழந்தைகளை பாதிக்கிறது.,negative
இந்த நாள் என்னை மகிழ்ச்சியாக வைத்திருக்கிறது.,positive
தினமும் ஒரு கிளாஸ் கோமூத்ரம் குடித்தால் ஆரோக்கியமாக இருக்கலாம்.,fake
கடலோர மீனவர்கள் வலைகள் வீசும் போட்டியில் வெற்றி பெற்றனர்.,real
ஒரு குறிப்பிட்ட பழத்தை சாப்பிட்டால் எயிட்ஸ் குணமாகும்.,fake
"ரத்த புற்றுநோய்க்கு கீமோதெரபி வேண்டாம், மூலிகை மருந்து போதும்.",fake
தமிழ்நாட்டில் புதிய நீர் சுத்திகரிப்பு நிலையம் திறக்கப்பட்டது.,real
கட்சி தலைவர்கள் மாநில அரசின் திட்டங்களை மதிப்பீடு செய்தனர்.,real
இன்று சாப்பிட்ட பிரியாணி அருமையாக இருந்தது.,positive
என் திட்டம் எதிர்பாராத விதமாக நன்றாக நடக்கிறது.,positive
நடப்பு நிதியாண்டில் தமிழ்நாட்டு ஏற்றுமதி 15% உயர்ந்தது.,real
அரசு மருத்துவமனையில் மருந்தே இல்லை.,negative
தமிழகத்தில் கிராமப்புற விளையாட்டு போட்டிகள் இந்த வாரம் நடைபெற்றன.,real
இந்த தயாரிப்பு புற்றுநோயை 48 மணி நேரத்தில் குணப்படுத்தும்.,fake
இந்த நட்சத்திரத்தினர் இந்த மாதம் எச்சரிக்கை: நிதி இழப்பு நிகழலாம்.,fake
ஒவ்வொரு நாளும் ஒரு நரகமாக உணர்கிறேன்.,negative
குற்றங்கள் குறையாமல் தினமும் அதிகரிக்கின்றன.,negative
கல்வி கட்டமைப்பு மேம்பாட்டுக்கு 500 கோடி ரூபாய் ஒதுக்கப்பட்டது.,real
"அரசு தங்கம் இலவசமாக தரும் திட்டம் வந்தது, விண்ணப்பிக்கவும்.",fake
நல்ல மனிதர்களுடன் இருப்பது வாழ்க்கையை அழகாக்கும்.,positive
நான் சுமந்த வலியை யாரும் புரிந்துகொள்வதில்லை.,negative
என்னை நம்பும் மக்களை ஏமாற்றமாட்டேன்.,positive
என் உடலும் மனமும் ஓய்ந்திருக்கின்றன.,negative
இந்த உலகம் நல்லவர்களால் நிறைந்திருக்கிறது.,positive
கல்கியின் வருகை 10 வருடத்தில் நடக்கும் என்று திருடப்பட்ட ஆவணம் சொல்கிறது.,fake
"வாழ்க்கை அழகானது, அதை அனுபவிக்க வேண்டும்.",positive
தொலைபேசி வாடிக்கையாளர் சேவை மோசமாக இருக்கிறது.,negative
சட்டமன்ற கூட்டத்தொடர் இன்று தொடங்கியது.,real
ஒரு குறிப்பிட்ட இடத்தில் பேய்கள் தினமும் காணப்படுகின்றன.,fake
தினமும் ஒரு தோல்வி.,negative
புதிய நெடுஞ்சாலை இணைப்பால் பயண நேரம் பாதியாக குறைந்தது.,real
"வாட்ஸ்அப் கதை: ஒரு பையன் இந்த பகிர்வை நிறுத்தினான், மறு நாள் அவனுக்கு விபத்து நேர்ந்தது.",fake
ஒரு பிரபல நடிகர் வியாதி மறைத்துள்ளார் என்பது பரவும் தகவல் தவறு.,fake
நம் ஊரில் புதிய பள்ளி திறக்கப்பட்டது.,positive
ஒரு நல்ல நண்பன் இருந்தால் எதுவும் சாத்தியம்.,positive
கல்விக் கட்டணம் ஏழை குழந்தைகளுக்கு கனவை தொலைக்கிறது.,negative
ஊர் ஊராக பயணம் செய்தால் மட்டுமே பணம் வரும் என்ற ரகசிய முறை.,fake
காவல் நிலையத்தில் புகார் கொடுத்தாலும் நடவடிக்கை இல்லை.,negative
முதல் சம்பளம் வாங்கிய நாள் என் வாழ்க்கையின் சிறந்த நாள்.,positive
தகுதி இருந்தும் அனுக்கூலம் இல்லாதவர்களுக்கு வாய்ப்பில்லை.,negative
இந்த செடியை வீட்டில் வைத்தால் எந்த கெட்டதும் நடக்காது.,fake
பிரபல விளையாட்டு வீரர் போதை மருந்து உட்கொண்டதாக வரும் தகவல் அடிப்படையற்றது.,fake
இன்று கற்ற பாடம் என் வாழ்க்கைக்கு பயனுள்ளதாக இருக்கும்.,positive
இந்திய அதிரடி கிரிக்கெட் குழு புதிய கேப்டன் அறிவிக்கப்பட்டார்.,real
என்னை யாரும் புரிந்துகொள்வதில்லை.,negative
ஒவ்வொரு பிரச்சினையும் ஒரு வாய்ப்பு.,positive
என் சொந்த ஊரை விட்டு வந்தது மனசை கனக்கச்செய்கிறது.,negative
கேரளாவின் இயற்கை எழில் பார்க்கவே மனம் குளிரும்.,positive
என்னை யாரும் மதிக்கவில்லை.,negative
என் துன்பம் யாரும் கவலைப்படவில்லை.,negative
விவசாயி தற்கொலை செய்துகொள்வது மிகவும் வேதனையான செய்தி.,negative
நான் எதிர்பார்த்ததை விட நல்ல மதிப்பெண் வந்தது.,positive
அடிமட்ட மக்கள் உரிமைகள் பறிக்கப்படுகின்றன.,negative
வயல்வெளியில் நடந்து செல்வது மனதிற்கு ஆறுதல் தருகிறது.,positive
தமிழர்களின் திறமை உலகை வியக்க வைக்கிறது.,positive
என் மனசாட்சி என்னை வருத்துகிறது.,negative
புது வாய்ப்புகள் வரும்போது துணிவுடன் ஏற்றுக்கொள்கிறேன்.,positive
சமீபத்தில் அரசு ஒரு கோடி குடும்பங்களுக்கு பணம் கொடுக்கும்.,fake
தமிழ்நாட்டில் கோவிட் தடுப்பூசி இலக்கு நிறைவு செய்யப்பட்டது.,real
ஒரு நல்ல படம் வாழ்க்கையை மாற்றிவிடும்.,positive
புரோமோஷன் கிடைக்காமல் ஏமாற்றமடைந்தேன்.,negative
இசை கேட்கும்போது கவலை எல்லாம் மறந்துவிடும்.,positive
கால சர்ப்ப தோஷம்: தீர்க்க இந்த வழிபாடு மட்டும் செய்யுங்கள்.,fake
என் பிள்ளை தேர்வில் 100 மதிப்பெண் பெற்றது.,positive
"அனைவரும் விட்டுவிட்டனர், தனிமை தாங்கவில்லை.",negative
நேரத்தை சரியாக பயன்படுத்தினால் வாழ்க்கை அர்த்தமுள்ளதாகும்.,positive
ஆற்றோரத்தில் உட்கார்ந்து சூரியஸ்தமனம் பார்ப்பது அமைதியானது.,positive
செல்போன் கதிர்வீச்சு 24 மணி நேரத்தில் மூளையை சேதப்படுத்தும்.,fake
என் குழந்தையின் சிரிப்பு என் மனதை ஒளிரச் செய்கிறது.,positive
என் குழந்தைகளை பிரிந்திருக்க வேண்டும்.,negative
காதலியின் புன்னகை என் நாளை அர்த்தமுள்ளதாக்கும்.,positive
இந்திய பாட்மிண்டன் வீரர் தொடரில் இரண்டாம் சுற்றை அடைந்தார்.,real
நிலத்தடி நீரில் அரசு விஷம் கலந்துள்ளதாக அதிர்ச்சி தகவல்.,fake
பல மாவட்டங்களில் புதிய அஞ்சலகம் கட்டமைக்கப்படுகிறது.,real
நீதிமன்றம் நோயாளிகளுக்கு சிகிச்சை வழங்க மருத்துவமனை கட்டளை பெற்றது.,real
மத்திய அரசு அனைவருக்கும் மாதம் ரூ.5000 கொடுக்கும்.,fake
மனம் அமைதி பெற முடியவில்லை.,negative
பிரிட்டானிக்கா கலைக்களஞ்சியம் நன்னீரை விட கோமியம் ஆரோக்கியமே என்று நிரூபித்தது.,fake
ஒரு பிரபல கவிஞர் ஊரை விட்டு தலைமறைவாகி உள்ளார் என்பது கற்பனை செய்தி.,fake
"வேலையில் வெற்றி கண்டேன், குடும்பம் பெருமைப்படுகிறது.",positive
தமிழ்நாட்டில் 10ம் வகுப்பு தேர்வு முடிவுகள் வெளியிடப்பட்டன.,real
என் சொத்து மோசடியில் போய்விட்டது.,negative
இந்தியா 5ஜி நெட்வொர்க் விரிவாக்கத்தில் முன்னணியில் இருக்கிறது.,real
தமிழ்நாட்டில் அனைத்து தொழிலாளர்களுக்கும் குறைந்தபட்ச ஊதியம் உயர்த்தப்பட்டது.,real
ஊரைவிட்டு வெளியே சென்று பார்க்கும்போது வாழ்வு விரிவடைகிறது.,positive
சென்னை வெள்ள மேலாண்மைக்கு புதிய திட்டம் செயல்படுத்தப்படுகிறது.,real
கரும்பு சாறு குடித்தால் கோடை வெப்பம் கூட தாங்கும்.,positive
பழைய நண்பர்கள் மறைந்துவிட்டனர்.,negative
என் வாழ்க்கையில் அன்பு நிறைந்திருக்கிறது.,positive
கஷ்டப்பட்டு பணிவிடை செய்தும் நன்றி சொல்லவில்லை.,negative
இன்று சமைத்த குழம்பை அனைவரும் புகழ்ந்தார்கள்.,positive
இந்திய நாடாளுமன்றம் இன்று மூன்று புதிய மசோதாக்களை நிறைவேற்றியது.,real
இன்று இரவு ஒரு குறிப்பிட்ட நட்சத்திரம் தீய ஆற்றல் கொண்டுவரும்.,fake
என் முயற்சி அங்கீகரிக்கப்படவில்லை.,negative
என் பணியை யாரோ திருட்டாக பயன்படுத்தினர்.,negative
என்னால் இனி தாங்க முடியாது என்று தோன்றுகிறது.,negative
"என் உடல்நலம் சரியில்லை, மனமும் தளர்கிறது.",negative
என் மனம் மீண்டும் எழுந்திரிக்க வழியில்லை.,negative
வேலையின்மை பிரச்சினை அதிகரித்துக்கொண்டே போகிறது.,negative
உள்ளாட்சி தேர்தல் அறிவிப்பு வந்துவிட்டது.,real
தினமும் அழுகை மட்டுமே துணையாக இருக்கிறது.,negative
புதிய புத்தகம் படிக்கத் தொடங்கினேன்.,positive
வாழ்க்கையில் எல்லாமே நல்லதற்கே நடக்கும்.,positive
எல்லாமே தாங்கவில்லை.,negative
என்னால் தாங்கவே கஷ்டமாக இருக்கிறது.,negative
இன்று படித்த கட்டுரை மனதை திறந்தது.,positive
ஐந்து நாள் இந்த மூலிகையை உட்கொண்டால் எந்த நோயும் வராது.,fake
நிம்மோனியா குணமாக நேரடியாக மஞ்சள் தண்ணீர் குடிக்க வேண்டும்.,fake
தமிழர்களின் வரலாற்று தேதி ஆயிரம் ஆண்டு பழமையானது என்று போலி ஆராய்ச்சி.,fake
வாழ்க்கையில் நம்பிக்கை இழந்துவிட்டேன்.,negative
இந்த சூழலில் மட்டுமே நான் வாழவேண்டுமா?,negative
இன்று ஒரு நல்ல செய்தி கிடைத்தது.,positive
ஆந்தை பார்த்தால் கஷ்டம் வரும் என்பது நிரூபிக்கப்பட்ட உண்மை.,fake
வெற்றி கிடைக்கும்போது கடந்த கால கஷ்டம் பலனாகும்.,positive
மஞ்சள் பால் குடித்தால் கொரோனா வராது என்று நிரூபிக்கப்பட்டுள்ளது.,fake
என் ஆய்வுக் கட்டுரை இதழில் வெளியிடப்பட்டது.,positive
என் குழு சிறந்த பணி செய்துள்ளது.,positive
பொங்கல் பண்டிகை கொண்டாட்டம் மனதை மகிழ்விக்கும்.,positive
"மகிழ்ச்சி என்பது தேடுவதில் இல்லை, இப்போது இருப்பதில் இருக்கிறது.",positive
மனசாட்சி குரல் கேட்கும்படி பயிற்சி பெற்றால் எதிர்கால நிகழ்வு தெரியும்.,fake
என் கடன் திட்டம் நன்றாக செயல்படுகிறது.,positive
நேர்மையாக வாழ்வது தண்டனையாக உணர்கிறது.,negative
என் பெற்றோர் இல்லாத வீடு வெறுமையாக உணர்கிறது.,negative
என் குடும்பம் சுமையை பகிர்ந்துகொள்வதில்லை.,negative
என்னால் மட்டும் இப்படி நடப்பதா?,negative
நம்பிக்கை இருந்தால் எந்த இலக்கும் சாதிக்கலாம்.,positive
நல்லதை செய்வதில் மட்டுமே உண்மையான மகிழ்ச்சி இருக்கிறது.,positive
என் பிள்ளையின் வெற்றி என் உழைப்பின் பலன்.,positive
புதிய அரசு மருத்துவமனை கட்டுமானம் ஆரம்பிக்கப்பட்டது.,real
"வாழ்க வளமுடன், வாழ்க தமிழ்.",positive
என் ஊரில் புதிய வளர்ச்சி நடைபெறுகிறது.,positive
அரசு கல்லூரிகளில் புதிய ஆராய்ச்சி மையங்கள் திறக்கப்பட்டன.,real
நான் மட்டும் ஏன் இப்படி கஷ்டப்படவேண்டும்.,negative
பாரம்பரிய ஆடைகள் அணிந்து கொண்டாட மனம் ஆவலில் இருக்கிறது.,positive
ஒரு குறிப்பிட்ட மணி முழக்கத்தை கேட்டால் வியாதி தீரும்.,fake
இணைய சேவை ஒப்பந்தப்படி வேகம் கிடைக்கவில்லை.,negative
புதிய தமிழ் படத்தின் பாடல்கள் மிக அருமையாக இருக்கின்றன.,positive
இந்த கோட் அனுப்பினால் உங்கள் போனில் வைரஸ் வரும்.,fake
தமிழ்நாட்டில் கனரக வாகன பிழைக்கான தண்டனை அதிகரிக்கப்பட்டது.,real
மழை வரும்போது மனம் குளிர்ச்சி அடைகிறது.,positive
ஒவ்வொரு நாளும் கடவுளுக்கு நன்றி சொல்கிறேன்.,positive
என் நிலைமை பார்க்க யாரும் இல்லை.,negative
என் ஊரில் பழைய வீடு இடிக்கப்பட்டது.,negative
என் புதிய தொழில் நல்ல நிலையில் செல்கிறது.,positive
வேலை சுமை தினமும் அதிகரிக்கிறது.,negative
நெருங்கிய நண்பர்களுடன் இருக்கும்போது எந்த கவலையும் இல்லை.,positive
"புதிய திட்டம் தொடங்கியது, மனம் ஊக்கம் பெற்றது.",positive
இந்த நடுரவில் மட்டுமே மனம் வெதும்புகிறது.,negative
என் ஆசிரியர் என்னை நல்ல வழியில் வழிநடத்தினார்.,positive
சுண்ணாம்பு கலந்த தண்ணீர் குடித்தால் எலும்பு மிடுக்காகும்.,fake
நீலம் நிற ஆடை அணிந்தால் நோய் வராது என்று ஜோதிடம் கூறுகிறது.,fake
ஒரு குறிப்பிட்ட பழத்தை தின்றால் கொரோனா வராது என்று ஐ.நா சொன்னது.,fake
தேசிய கால்பந்து லீக் முடிவுகள் இன்று அறிவிக்கப்பட்டன.,real
இந்த பண பரிமாற்ற சங்கிலியில் சேர்ந்தால் உங்கள் வாழ்க்கை மாறும்.,fake
மனசு கனத்துக்கொண்டே இருக்கிறது.,negative
தமிழ்நாட்டில் உழவர்களுக்கு சிறப்பு பயிற்சி நிலையம் தொடங்கியது.,real
தமிழ்நாட்டு சாப்பாட்டை விட சிறந்தது வேறு இல்லை.,positive
தமிழ் கலை மரபுகளை பாதுகாக்க வேண்டும்.,positive
வீட்டிலிருந்து வேலை: தினம் ரூ.5000 சம்பாதிக்கலாம்.,fake
தினமும் ஏதாவது தவறு நடக்கிறது.,negative
இனி முன்னேற முடியாது என்று உணர்கிறேன்.,negative
அமைச்சரவை கூட்டத்தில் புதிய உள்கட்டமைப்பு திட்டங்கள் அங்கீகரிக்கப்பட்டன.,real
குழந்தை ஊட்டச்சத்து திட்டம் புதிய வடிவம் பெற்றது.,real
நீர் மேலாண்மை திட்டம் இன்று அரசாங்கத்தால் அறிவிக்கப்பட்டது.,real
வரலாற்று நூலகம் டிஜிட்டல் வடிவத்தில் மாற்றப்படுகிறது.,real
பாட்மிண்டன் விளையாட்டில் பரிசு வென்றேன்.,positive
தன்னம்பிக்கையே வெற்றிக்கான முதல் படி.,positive
"இந்த ஆப்பில் 100 ரூபாய் போட்டால் 10,000 கிடைக்கும்.",fake
என் மருத்துவர் என்னை நல்ல ஆரோக்கியத்தில் பார்க்கிறார்.,positive
மத்திய அரசு விவசாயிகளுக்கு கூடுதல் கடன் தள்ளுபடி அறிவித்தது.,real
என் சொந்த ஆட்கள் என்னை கைவிட்டனர்.,negative
தனியார் நிறுவனங்கள் ஊழியர்களை நடத்துவது சரியில்லை.,negative
தமிழகத்தில் புதிய ஆராய்ச்சி நிலையம் கட்டப்படுகிறது.,real
"எந்த உணவும் வேண்டாம், மூன்று நாள் பட்டினி இருந்தால் புற்றுநோய் மறையும்.",fake
என் குடும்பம் கஷ்டத்தில் இருக்கிறது.,negative
"என் மனைவி என்னைப் புரிந்துகொள்கிறாள், அதுவே என் மகிழ்ச்சி.",positive
என்னால் முன்னேற முடியாமல் போகிறது.,negative
என் கனவுகள் உடைந்துவிட்டன.,negative
ஆராய்ச்சி செய்வது புதிய உலகை திறந்துவிடுகிறது.,positive
என்னால் யாரையும் சந்திக்கவே பயமாக இருக்கிறது.,negative
சிறந்த மனிதர்களுடன் வாழ்வது பாக்கியம்.,positive
என் தோல்வி என்னை திரும்ப மண்டியிட வைக்கிறது.,negative
என் மனம் ஒரு போராட்டமே.,negative
