text,label
நீங்கள் இதை படிக்கும்போது உங்கள் வாழ்க்கை மாறும்.,fake
சர்க்கரை வியாதி வராமல் இருக்க தினமும் அரை கிலோ வேர்க்கடலை சாப்பிடுங்கள்.,fake
என் வேலை என்னை திருப்திப்படுத்துகிறது.,positive
யாரும் என் வலியை பகிர்ந்துகொள்வதில்லை.,negative
வங்கி ஆட்டோமேஷன் மூலம் என் பணம் தவறாக கழிக்கப்பட்டது.,negative
சர்வதேச வர்த்தக மாநாட்டில் தமிழக அரசு கலந்துகொண்டது.,real
"கல்லூரி முடித்தேன், இப்போது புதிய பயணம் தொடங்குகிறது.",positive
ரத்த அழுத்தம் குணமாக வெறும் வயிற்றில் கோமியம் குடிக்க வேண்டும்.,fake
அரசு தலைவர்கள் வேற்றுகிரக உயிரினங்களுடன் கூட்டணி வைத்துள்ளனர்.,fake
நைல் ஆற்றின் நீர் ஓட்டம் பார்க்கவே மனம் குளிரும்.,positive
ஒரு பள்ளியில் ஆசிரியர் குழந்தைகளுக்கு தடுப்பூசி கொடுக்கவில்லை என்று சொல்வது பொய்.,fake
எத்தனை முயற்சி செய்தாலும் பலன் இல்லை.,negative
பழைய நட்பர்களுடன் பயணம் சென்றது இனிய நினைவு.,positive
"என் முயற்சி வீணாகவில்லை, வெற்றி பெற்றேன்.",positive
என் வலியை யாரும் அறிவதில்லை.,negative
கிராமப்புற மாணவர்களுக்கு சிறப்பு உதவித்தொகை அறிவிக்கப்பட்டது.,real
நாளை சூரிய ஒளி கிரகணம்; ஆகா பழங்கள் சாப்பிட வேண்டாம்.,fake
என் வாழ்க்கை ஒரு போராட்டமாகவே கடந்துவிட்டது.,negative
நம் பள்ளி கால்பந்து போட்டியில் வென்றது.,positive
என் மனம் மீண்டும் எழுந்திரிக்க வழியில்லை.,negative
மீனவர்களுக்கு புதிய கடல் ஜிபிஎஸ் கருவிகள் வழங்கப்பட்டன.,real
தொழிலாளர்களுக்கு சரியான கூலி இல்லை.,negative
"தம்பி என்னுடன் எப்போதும் நிற்கிறான், நன்றி தம்பி.",positive
அலுவலகத்தில் உள்ள அரசியல் வேலையை பாதிக்கிறது.,negative
தமிழ்நாடு சுற்றுச்சூழல் கொள்கை தொடர்பான புதிய அரசாணை வெளியிடப்பட்டது.,real
இன்று ஒரு நல்ல செயல் செய்தோம்.,positive
யாரும் உதவ இல்லை.,negative
"ஒரு இனிய பயணம் முடித்தேன், நினைவுகள் என்றும் நிலைக்கும்.",positive
முதலமைச்சர் திட்டம்: வீட்டிற்கு ஒரு சதவீதம் வட்டியில் கடன்.,fake
யாரும் உதவமாட்டார்கள் என்று தோன்றுகிறது.,negative
ஒரு குறிப்பிட்ட தேதியில் சூரியன் வழக்கத்திற்கு மாறாக உதிக்கும்.,fake
ஒரு பிரபல தொகுப்பாளர் ஊடக நிறுவனத்தை விட்டு செல்கிறார் என்ற செய்தி போலி.,fake
கோடை கால மாம்பழம் சாப்பிட்ட சந்தோஷம் வேறு எங்கும் கிடைக்காது.,positive
10 நாள் விரதம் இருந்தால் சர்க்கரை வியாதி குணமாகும்.,fake
பங்குகளில் நல்ல ஆதாயம் வேண்டுமா? இந்த தனியார் குழுவில் சேருங்கள்.,fake
தலித் மக்கள் இன்னும் பாகுபாட்டை எதிர்கொள்கிறார்கள்.,negative
நேரம் கடந்தும் தீர்வு கிடைக்கவில்லை.,negative
மஞ்சள் பால் குடித்தால் கொரோனா வராது என்று நிரூபிக்கப்பட்டுள்ளது.,fake
தமிழ் உணவுகள் ஆரோக்கியமாகவும் சுவையாகவும் இருக்கும்.,positive
வாழ்க்கையில் நம்பிக்கை இழந்துவிட்டேன்.,negative
கோர்ட் ஆர்டரால் அனைவருக்கும் இலவச நிலம் கிடைக்கும்.,fake
தமிழக மாணவர்கள் சர்வதேச அளவில் தொழில்நுட்ப போட்டியில் வென்றனர்.,real
தமிழகத்தில் தட்டம்மை தடுப்பூசி கட்டாயமாக்கப்பட்டது.,real
ஆசிரியர் பயிற்சி திட்டம் மாநில அளவில் தொடங்கப்பட்டது.,real
புன்னகையுடன் ஒவ்வொரு நாளையும் தொடங்குவோம்.,positive
"மழை தாரையில் நனைவது குழந்தைகளுக்கு மட்டுமில்லை, பெரியவர்களுக்கும் சந்தோஷம்.",positive
இனி முன்னேற முடியாது என்று உணர்கிறேன்.,negative
என் வாழ்க்கை இனி இன்னும் சிறப்பாக இருக்கும்.,positive
அக்காவின் ஆதரவு என்னை தைரியமாக வாழ வைக்கிறது.,positive
விமான நிலையம் விரிவாக்கம் திட்டம் ஒப்புதல் பெற்றது.,real
என் நிலைமை பார்க்க யாரும் இல்லை.,negative
நவீன மருத்துவமனை மருந்துகள் அனைத்தும் போலி.,fake
"இன்று புது உடன்பிறப்பு பிறந்தார், வீடு மகிழ்ச்சியில் நிறைந்தது.",positive
குடும்பத்துடன் சாப்பிட்ட சாப்பாடு என்றும் இனிமையாக இருக்கும்.,positive
என் வாழ்க்கை ஏன் இப்படி ஆனது?,negative
தமிழகத்தில் நடைப்பாதை மேம்பாட்டு திட்டம் பல நகரங்களில் செயல்படுகிறது.,real
கிராமப்புற மக்களுக்கு இலவச சுகாதார சேவை கிடைக்கும் என்று அரசு அறிவித்தது.,real
தேங்காய் எண்ணெய் உட்கொண்டால் இதய நோய் குணமாகும்.,fake
என் அன்றாட வாழ்க்கை மிகவும் சுமையாக உணர்கிறது.,negative
மழை நாளில் பஜ்ஜி சாப்பிடும் சந்தோஷம் வேறு எங்கும் கிடைக்காது.,positive
மனம் முறிந்தால் யாரை நம்புவது?,negative
"நாளை மழை வரும், பயிர்கள் அழியும் என்று வானிலை இலாகா சொல்வது பொய்.",fake
யாரிடம் புகார் சொல்வது?,negative
நேரத்தை சரியாக பயன்படுத்தினால் வாழ்க்கை அர்த்தமுள்ளதாகும்.,positive
மாவட்ட ஆட்சியர் நேரில் ஆய்வு மேற்கொண்டு புகார்களை கவனித்தார்.,real
"வேலை போய்விட்டது, என்ன செய்வதென்று தெரியவில்லை.",negative
இன்று என் இதயம் நன்றியில் நிறைந்திருக்கிறது.,positive
"எந்த உணவும் வேண்டாம், மூன்று நாள் பட்டினி இருந்தால் புற்றுநோய் மறையும்.",fake
யாரிடமும் மனம் விட்டு பேச முடியவில்லை.,negative
இந்திய அதிரடி கிரிக்கெட் குழு புதிய கேப்டன் அறிவிக்கப்பட்டார்.,real
என் தொழிலில் புதிய வாய்ப்பு கிடைத்தது.,positive
நகர்ப்புறத்தில் பசுமை வீடுகள் கட்டும் திட்டம் அறிவிக்கப்பட்டது.,real
என் வாழ்க்கையில் நல்ல மாற்றங்கள் நடைபெறுகின்றன.,positive
கேரளாவின் இயற்கை எழில் பார்க்கவே மனம் குளிரும்.,positive
என் கனவுகள் எல்லாம் நனவாகும்.,positive
என்னுடைய நிலை மிகவும் மோசமாகிவிட்டது.,negative
சென்னை நகரில் மழை நீர் சேகரிப்பு திட்டம் வலுப்படுத்தப்பட்டது.,real
"வங்கி தேர்வில் தேர்ச்சி பெற்றேன், மகிழ்ச்சியில் மிதக்கிறேன்.",positive
குறிப்பிட்ட கடவுள் படம் பார்த்தால் நோய் போகும் என்று பரவும் செய்தி.,fake
நாளை முதல் வாட்ஸ்அப் கட்டணமாகும் என்று பேஸ்புக் தெரிவித்தது.,fake
என்னால் தாக்குப்பிடிக்கவே கஷ்டமாக இருக்கிறது.,negative
என் வாழ்க்கை நல்ல திசையில் சென்று கொண்டிருக்கிறது.,positive
எலுமிச்சை சாறு குடித்தால் எந்த கிருமியும் வராது.,fake
இந்த கோட் அனுப்பினால் உங்கள் போனில் வைரஸ் வரும்.,fake
5ஜி கோபுரங்கள் புற்றுநோயை ஏற்படுத்தும் என்று விஞ்ஞானிகள் உறுதிப்படுத்தினர்.,fake
உள்ளாட்சி தேர்தல் அறிவிப்பு வந்துவிட்டது.,real
வன்முறை செய்தி பார்க்கும்போது மனம் கனக்கிறது.,negative
நண்பன் தொலைவிலிருந்தாலும் உள்ளத்தில் அருகில் இருக்கிறான்.,positive
கடற்கரை சுத்தம் செய்யும் தன்னார்வ திட்டம் வெற்றிகரமாக நடந்தது.,real
அந்நிய நேரடி முதலீடு கடந்த காலாண்டில் உயர்ந்துள்ளது.,real
கல்லூரி சேர்க்கை நடைமுறை இந்த ஆண்டு முதல் ஆன்லைனில் மாறுகிறது.,real
என் வாழ்க்கை இனி சிக்கலாகும் என்று பயமாக இருக்கிறது.,negative
கிராமப்புற சாலை மேம்பாட்டு திட்டம் வரும் மூன்று மாதத்தில் முடிக்கப்படும்.,real
செல்போன் கதிர்வீச்சு 24 மணி நேரத்தில் மூளையை சேதப்படுத்தும்.,fake
பிளாஸ்டிக் கழிவுகள் நகரத்தை மலினமாக்குகின்றன.,negative
என் வாழ்க்கை இன்னும் மோசமாகிவிடுமா?,negative
என் நண்பன் என்னை ஏமாற்றிவிட்டான்.,negative
என்னால் யாரையும் நம்ப முடியவில்லை.,negative
வாழ்க்கை மிகவும் கட்டினமாக உள்ளது.,negative
தமிழ்நாட்டில் கோடை வெப்பம் அதிகரித்துள்ளதாக வானிலை ஆய்வு மையம் தெரிவித்தது.,real
வட சென்னையில் புதிய அரசு மருத்துவமனை கட்டுமானம் தொடங்கியது.,real
வாட்ஸ்அப்பில் ஒரு குறிப்பிட்ட கோட் அனுப்பினால் உங்கள் கணக்கு ஹேக்கர்களிடம் போகும்.,fake
சர்வதேச விமான சேவை புதிய இடங்களுக்கு விரிவாக்கப்படுகிறது.,real
சென்னையில் மழை நீர் வடிகால் புதுப்பிக்கப்படுகிறது.,real
ஒரு நிமிட கவலையோடு இந்த பதிவை திரும்பவும் பகிருங்கள்.,fake
மாவட்ட சுகாதார இலாகா தடுப்பூசி விழிப்புணர்வு நடத்தியது.,real
இந்த தண்ணீரை தினமும் குடித்தால் 100 வருடம் வாழலாம்.,fake
தினமும் அழுகை மட்டுமே துணையாக இருக்கிறது.,negative
பயம் என் வாழ்க்கையை சிக்கலாக்கிறது.,negative
"இன்று நல்ல செய்தி கேட்டேன், மனம் மலர்ந்தது.",positive
இரவு நேரத்தில் குறிப்பிட்ட சாலையில் ஓட்டாதீர்கள்.,fake
"புதிய அரசு திட்டத்தால் 50,000 வேலை வாய்ப்பு உருவாகும்.",real
நிலத்தடி நீரில் அரசு விஷம் கலந்துள்ளதாக அதிர்ச்சி தகவல்.,fake
நாட்டு வருமான வளர்ச்சி விகிதம் 6.5% என்று கணக்கிடப்பட்டது.,real
என் வாழ்க்கை சிக்கலாகிவிட்டது.,negative
பிரபல தலைவர் அரசியலை விட்டு விலகுகிறார் என்று வரும் தகவல் தவறு.,fake
தமிழகத்தில் கனரக மழை காரணமாக பள்ளிகளுக்கு விடுமுறை அறிவிக்கப்பட்டது.,real
அரசு அலுவலகர்களிடம் அலைந்து திரிந்தும் வேலை ஆகவில்லை.,negative
கல்வி கட்டமைப்பு மேம்பாட்டுக்கு 500 கோடி ரூபாய் ஒதுக்கப்பட்டது.,real
மாநில சுகாதார இயக்குனர் தலைமையில் கொரோனா தடுப்பு மருந்து திட்டம் மதிப்பாய்வு நடந்தது.,real
கடலோர மீனவர்கள் வலைகள் வீசும் போட்டியில் வெற்றி பெற்றனர்.,real
தமிழக அரசு மூத்த குடிமக்கள் நலத்திட்டம் வலுப்படுத்துகிறது.,real
மனம் சோர்ந்து போகிறது.,negative
என்னை யாரும் மதிக்கவில்லை.,negative
"மூன்று நாள் இந்த பொருளை நெற்றியில் வையுங்கள், கடன் தீரும்.",fake
ஒரு குறிப்பிட்ட இடத்தில் பேய்கள் தினமும் காணப்படுகின்றன.,fake
இன்று சமைத்த குழம்பை அனைவரும் புகழ்ந்தார்கள்.,positive
இன்று என் வாழ்க்கை பயணம் ஒரு புதிய திசையில் தொடங்குகிறது.,positive
தீபாவளி அன்று குடும்பத்துடன் கொண்டாடுவது மறக்கவே முடியாது.,positive
இன்று ஒரு நல்ல செய்தி கிடைத்தது.,positive
நான் சுமந்த வலியை யாரும் புரிந்துகொள்வதில்லை.,negative
நம்பிக்கை இழந்திருக்கிறேன்.,negative
மாவட்ட கிரிக்கெட் போட்டியில் உள்ளூர் கல்லூரி குழு வென்றது.,real
ரோட்டுப் பயணம் மனதிற்கு புத்துணர்வு தரும்.,positive
குறிப்பிட்ட மரத்தை தொட்டால் வாழ்க்கையில் வெற்றி கிட்டும்.,fake
நல்ல இசையே மனிதனின் நண்பன்.,positive
இன்று என் திட்டம் அங்கீகரிக்கப்பட்டது.,positive
ஒரு கிராமத்தில் மண் தானாக நகர்கிறது என்று கண்டுபிடிக்கப்பட்டுள்ளது.,fake
என் திறமை அங்கீகரிக்கப்பட்டது.,positive
என் வாழ்க்கை பாதை மூடியிருக்கிறது.,negative
தமிழ் கலை மரபுகளை பாதுகாக்க வேண்டும்.,positive
காற்றுமாசு அதிகரித்து மக்கள் சுவாசிக்க முடியவில்லை.,negative
நாட்டு மக்களுக்கு பொது சுகாதார சேவை மேம்படுத்தும் நடவடிக்கை.,real
என் மகள் ஒவ்வொரு நாளும் என்னை ஆச்சரியப்படுத்துகிறாள்.,positive
மழை வராத ஊரில் மழை பெய்யும்படி இந்த வழிபாடு செய்யுங்கள்.,fake
எல்லோரும் நலமாக இருக்க வேண்டும் என்று விரும்புகிறேன்.,positive
தமிழ்நாட்டு சாப்பாட்டை விட சிறந்தது வேறு இல்லை.,positive
கவிஞரின் வரிகள் இதயத்தை தொடுகின்றன.,positive
யாரும் என்னை புரிந்துகொள்ளவில்லை.,negative
போதை மருந்து இளைஞர்களை அழிக்கிறது.,negative
"என் முதலாளி என்னை நம்புகிறார், இது என்னை மகிழ்விக்கிறது.",positive
மழைக்காலத்தில் ஆறுகளில் வெள்ளம் வரும் அபாயம் இருப்பதாக அதிகாரிகள் தெரிவித்தனர்.,real
என்னால் யாரையும் சந்திக்கவே பயமாக இருக்கிறது.,negative
வெள்ளை சர்க்கரை விஷம்; நேரடியாக மரணத்தை தரும்.,fake
நடுவண் அரசு அனைவருக்கும் இலவச மொபைல் தரும்.,fake
தஞ்சாவூர் மாவட்டத்தில் புதிய நீர்ப்பாசன வாய்க்கால் கட்டப்படுகிறது.,real
கர்நாடக சங்கீத கச்சேரி கேட்டு மனம் திருப்தி பெற்றது.,positive
இனி எதுவும் மாறாது என்று தோன்றுகிறது.,negative
புற்றுநோய் கட்டியை பழைய வைத்தியம் மட்டுமே குணப்படுத்தும்.,fake
இந்தியா 5ஜி நெட்வொர்க் விரிவாக்கத்தில் முன்னணியில் இருக்கிறது.,real
டெங்கு காய்ச்சல் குணமாக பப்பாளி இலை சாறு மட்டுமே போதும்.,fake
வேர்க்கடலை மிட்டாய் சாப்பிட்டால் சிறுவயது நினைவுகள் வரும்.,positive
கொரோனா தடுப்பூசி மனிதர்களை கட்டுப்படுத்த வந்த சதி.,fake
நாட்டு கோழி குழம்பு சாப்பிட்டால் தலை தெளியும்.,positive
தமிழ் கலை மரபுகள் என்றும் நிலைத்திருக்கட்டும்.,positive
அரசு மருத்துவமனையில் புதிய கண் சிகிச்சை பிரிவு தொடங்கியது.,real
"கல்யாண சாப்பாடு சாப்பிட்டோம், மனம் நிறைந்தது.",positive
இன்று படித்த கட்டுரை மனதை திறந்தது.,positive
பணம் இல்லாமல் மருத்துவம் கிடைக்கவில்லை.,negative
என் வாழ்க்கை வழிமொழி தொலைந்துவிட்டது.,negative
என் தோட்டத்தில் காய்கறிகள் நன்றாக வளருகின்றன.,positive
கிரக நிலை மோசம்; நாளை விமான விபத்து நடக்கும்.,fake
பிரிட்டானிக்கா கலைக்களஞ்சியம் நன்னீரை விட கோமியம் ஆரோக்கியமே என்று நிரூபித்தது.,fake
பணவீக்கம் கட்டுக்குள் இருப்பதாக நிதி அமைச்சர் தெரிவித்தார்.,real
பசுமையான மலைகளைப் பார்க்கும்போது மனம் அமைதி அடைகிறது.,positive
இஞ்சி பூண்டு கலவை குடிப்பவர்களுக்கு கொரோனா வராது என்று ஆய்வு தெரிவிக்கிறது.,fake
குளிர்காலத்தில் மூடுபனி பார்க்கும்போது மனம் மகிழ்கிறது.,positive
என் பிள்ளையின் வெற்றி என் உழைப்பின் பலன்.,positive
15 ஆகஸ்ட் முதல் அனைவருக்கும் 8 மணி நேர இலவச மின்சாரம்.,fake
தகுதி இருந்தும் அனுக்கூலம் இல்லாதவர்களுக்கு வாய்ப்பில்லை.,negative
